link_id,time,speed
6525,00:02:00,0.42268
0784,00:02:00,-0.0842105
1741,00:02:00,0.113636
9063,00:02:00,-0.390805
4028,00:02:00,-0.0932203
5343,00:02:00,-0.148148
4422,00:02:00,0.161616
3769,00:02:00,0.0740741
8041,00:02:00,0.360656
5334,00:02:00,0.520548
4838,00:02:00,-0.190476
9228,00:02:00,-0.23
4141,00:02:00,0.271028
7869,00:02:00,0.142857
4959,00:02:00,0.53012
8663,00:02:00,-0.291262
7063,00:02:00,-0.0384616
5594,00:02:00,0.0136987
0344,00:02:00,0.315315
8243,00:02:00,-0.6
3422,00:02:00,0.145299
7663,00:02:00,0.607595
5525,00:02:00,0.722222
3776,00:02:00,0.163043
1518,00:02:00,0.0617285
1555,00:02:00,-0.759036
3125,00:02:00,-0.222222
2815,00:02:00,-0.16
9175,00:02:00,0.350427
8893,00:02:00,0.657895
3959,00:02:00,0.139785
2653,00:02:00,0.330709
6169,00:02:00,0.758621
5934,00:02:00,0
7959,00:02:00,0
9869,00:02:00,0
0815,00:02:00,0
2959,00:02:00,0
5041,00:02:00,0
0395,00:02:00,0
0028,00:02:00,0
1234,00:02:00,0
5434,00:02:00,0
6141,00:02:00,0
8959,00:02:00,0
1774,00:02:00,0
5615,00:02:00,0
8063,00:02:00,0
3328,00:02:00,0
4653,00:02:00,0
2759,00:02:00,0
8738,00:02:00,0
6334,00:02:00,0
1041,00:02:00,0
7934,00:02:00,0
1959,00:02:00,0
7674,00:02:00,0
4555,00:02:00,0
6615,00:02:00,0
2541,00:04:00,0.261364
3776,00:04:00,0.0326087
4959,00:04:00,0.445783
1763,00:04:00,0.604167
8959,00:04:00,0.25
9244,00:04:00,-0.221154
8041,00:04:00,0.360656
0329,00:04:00,0.241379
6032,00:04:00,0.113208
2815,00:04:00,-0.34
0913,00:04:00,0.242718
7934,00:04:00,0.274725
0863,00:04:00,-0.0366973
7886,00:04:00,-0.13913
2532,00:04:00,-0.147826
9663,00:04:00,-0.245283
5681,00:04:00,-0.111111
9243,00:04:00,0.242718
2141,00:04:00,0.338983
9041,00:04:00,0.39823
4395,00:04:00,0.365854
0763,00:04:00,0.637255
8593,00:04:00,0.56
5759,00:04:00,-0.244898
2776,00:04:00,-0.168831
8869,00:04:00,-0.0319149
8893,00:04:00,0.675439
6343,00:04:00,-0.0761905
7194,00:04:00,0.0588235
4594,00:04:00,0.318681
5566,00:04:00,-0.219048
2763,00:04:00,0.666667
3422,00:04:00,0.188034
2769,00:04:00,0.240964
9141,00:04:00,0.0121951
8194,00:04:00,0.0309279
9813,00:04:00,-0.428571
9175,00:04:00,0.350427
5141,00:04:00,-0.838235
8234,00:04:00,0.0833333
6843,00:04:00,-0.178571
9228,00:04:00,-0.23
0141,00:04:00,0.194915
1141,00:04:00,0.274194
6525,00:04:00,0.42268
1784,00:04:00,-0.11236
0969,00:04:00,0.293578
7063,00:04:00,-0.564103
9044,00:04:00,-0.0352941
9425,00:04:00,0.134454
0784,00:04:00,-0.031579
7141,00:04:00,-0.319149
5934,00:04:00,-0.03125
5525,00:04:00,0.6
6169,00:04:00,0.724138
2418,00:04:00,-0.190476
4769,00:04:00,-0.12963
7243,00:04:00,-0.326923
3759,00:04:00,0.11
7869,00:04:00,0.457143
5343,00:04:00,0.00925929
0344,00:04:00,0.315315
0163,00:04:00,-0.294872
8175,00:04:00,0.33945
9674,00:04:00,0.123595
0334,00:04:00,0.00833337
3769,00:04:00,-0.160494
2969,00:04:00,0.288462
4514,00:04:00,-0.0425533
5434,00:04:00,-0.0714286
6566,00:04:00,0.0963856
8425,00:04:00,0.0215054
1518,00:04:00,0.0617285
1969,00:04:00,0.0196078
4838,00:04:00,0.047619
5594,00:04:00,-0.164384
1241,00:04:00,0.472222
8421,00:04:00,0.0952381
9434,00:04:00,0.179775
8663,00:04:00,-0.291262
4525,00:04:00,-0.12605
5334,00:04:00,0.520548
8243,00:04:00,-0.6
3815,00:04:00,-0.262626
7169,00:04:00,-1
3525,00:04:00,0.103175
6041,00:04:00,0.646154
4759,00:04:00,-0.166667
3141,00:04:00,0.297297
2328,00:04:00,0.227273
7663,00:04:00,0.0379747
2653,00:04:00,0.488189
0241,00:04:00,-0.0202021
4141,00:04:00,0.271028
0815,00:04:00,0.0937501
9863,00:04:00,0.228261
4028,00:04:00,0.11017
5032,00:04:00,0.236842
6681,00:04:00,-0.0447761
1741,00:04:00,0.0681819
3125,00:04:00,-0.152778
4653,00:04:00,0.338983
1234,00:04:00,0.553571
8228,00:04:00,-0.192308
9525,00:04:00,-0.862745
7959,00:04:00,-0.0490196
0234,00:04:00,-0.036036
1555,00:04:00,-0.759036
4422,00:04:00,-0.030303
7425,00:04:00,0.29703
9063,00:04:00,0
6918,00:04:00,0
9869,00:04:00,0
2959,00:04:00,0
5041,00:04:00,0
7863,00:04:00,0
0395,00:04:00,0
0028,00:04:00,0
6141,00:04:00,0
3959,00:04:00,0
1774,00:04:00,0
5615,00:04:00,0
8063,00:04:00,0
3328,00:04:00,0
2759,00:04:00,0
8738,00:04:00,0
6334,00:04:00,0
1041,00:04:00,0
1959,00:04:00,0
7674,00:04:00,0
4555,00:04:00,0
6615,00:04:00,0
0141,00:06:00,0.389831
4514,00:06:00,-0.0425533
2532,00:06:00,-0.2
3141,00:06:00,-0.117117
5759,00:06:00,-0.0306123
6918,00:06:00,0.682927
6343,00:06:00,0.0190476
7194,00:06:00,0.0588235
5334,00:06:00,0.863014
2541,00:06:00,-0.0795454
8425,00:06:00,-0.0322581
8041,00:06:00,0.360656
7934,00:06:00,-0.538461
2418,00:06:00,-0.0380952
5681,00:06:00,0.0740741
9813,00:06:00,-0.428571
5032,00:06:00,0.201754
4422,00:06:00,-0.010101
6681,00:06:00,-0.0447761
7886,00:06:00,-0.13913
7869,00:06:00,0.257143
6032,00:06:00,0.396226
5934,00:06:00,-0.03125
1763,00:06:00,0.635417
8893,00:06:00,0.587719
5525,00:06:00,0.144444
4028,00:06:00,-0.186441
4759,00:06:00,-0.166667
4525,00:06:00,-0.12605
9525,00:06:00,0.0196078
6525,00:06:00,0.268041
8175,00:06:00,0.330275
8243,00:06:00,-0.6
0395,00:06:00,0.557377
2763,00:06:00,0.484848
8194,00:06:00,0.0309279
3525,00:06:00,0.103175
3769,00:06:00,-0.160494
7425,00:06:00,-0.0297029
1555,00:06:00,-0.313253
8593,00:06:00,0.62
9175,00:06:00,0.222222
8959,00:06:00,0.173913
4838,00:06:00,-0.0238096
0344,00:06:00,0.225225
5343,00:06:00,0.0740741
0334,00:06:00,0.00833337
1241,00:06:00,0.472222
1741,00:06:00,0.0681819
4395,00:06:00,0.256098
2653,00:06:00,0.385827
9228,00:06:00,0.54
4594,00:06:00,0.593407
0815,00:06:00,0.0937501
1969,00:06:00,0.0196078
9244,00:06:00,-0.221154
5141,00:06:00,0.0441177
9041,00:06:00,0.327434
7243,00:06:00,-0.326923
9243,00:06:00,0.0291262
8421,00:06:00,0.0952381
9425,00:06:00,-0.0504202
7663,00:06:00,-0.0759494
7959,00:06:00,0.00980387
9863,00:06:00,0.228261
8663,00:06:00,-0.145631
4653,00:06:00,-0.186441
5594,00:06:00,0.630137
2815,00:06:00,0.09
4769,00:06:00,-0.12963
0784,00:06:00,-0.031579
1234,00:06:00,0.285714
4555,00:06:00,0.163265
5566,00:06:00,-0.361905
4141,00:06:00,0.140187
2969,00:06:00,0.365385
9434,00:06:00,0.179775
2759,00:06:00,0.855072
5041,00:06:00,0.216981
0234,00:06:00,0.0360361
0969,00:06:00,-0.174312
0241,00:06:00,-0.0202021
3759,00:06:00,-0.35
5434,00:06:00,-0.0714286
2141,00:06:00,0.169492
9141,00:06:00,0.0121951
7863,00:06:00,0.045977
8228,00:06:00,-0.192308
2769,00:06:00,-0.0120481
7141,00:06:00,0.0638297
0913,00:06:00,0.0776699
1041,00:06:00,0.25
0163,00:06:00,-0.384615
3815,00:06:00,0.121212
8869,00:06:00,-0.0212767
0763,00:06:00,0.656863
2959,00:06:00,0.540984
2776,00:06:00,-0.168831
6041,00:06:00,0.153846
7169,00:06:00,-1.02857
8234,00:06:00,0.0833333
1518,00:06:00,-0.0864197
0863,00:06:00,0.0733944
3422,00:06:00,0.042735
3776,00:06:00,0.0326087
6169,00:06:00,0.701149
6843,00:06:00,-0.0714286
3125,00:06:00,-0.152778
6141,00:06:00,-0.0151515
2328,00:06:00,0.772727
1784,00:06:00,-0.0337079
0329,00:06:00,-0.603448
9663,00:06:00,-0.160377
9044,00:06:00,-0.0352941
9674,00:06:00,-0.022472
9063,00:06:00,0
9869,00:06:00,0
7063,00:06:00,0
0028,00:06:00,0
1141,00:06:00,0
3959,00:06:00,0
1774,00:06:00,0
5615,00:06:00,0
6566,00:06:00,0
8063,00:06:00,0
3328,00:06:00,0
8738,00:06:00,0
6334,00:06:00,0
1959,00:06:00,0
7674,00:06:00,0
4959,00:06:00,0
6615,00:06:00,0
4422,00:08:00,-0.010101
9044,00:08:00,0.117647
2969,00:08:00,0.480769
1141,00:08:00,0.419355
6141,00:08:00,0.818182
7886,00:08:00,-0.13913
7425,00:08:00,0.188119
4759,00:08:00,-0.166667
9141,00:08:00,-0.0609756
7869,00:08:00,0.257143
0763,00:08:00,0.509804
4141,00:08:00,-0.0654205
2763,00:08:00,0.621212
8959,00:08:00,0.173913
6032,00:08:00,0.396226
4555,00:08:00,0.0510204
0863,00:08:00,0.146789
2776,00:08:00,-0.168831
2815,00:08:00,0.02
3422,00:08:00,0.042735
2532,00:08:00,-0.26087
0913,00:08:00,0.0776699
7863,00:08:00,-0.712644
4838,00:08:00,-0.0238096
2959,00:08:00,0.737705
0334,00:08:00,0.00833337
5525,00:08:00,0.133333
3815,00:08:00,0.040404
7663,00:08:00,-0.113924
8175,00:08:00,0.201835
4653,00:08:00,-0.186441
5759,00:08:00,-0.112245
4594,00:08:00,0.626374
0163,00:08:00,-0.384615
2418,00:08:00,0.0761905
1784,00:08:00,0.0112359
9175,00:08:00,0.042735
5594,00:08:00,0.657534
9663,00:08:00,-0.160377
0969,00:08:00,-0.238532
2141,00:08:00,-0.0338983
8738,00:08:00,-0.302083
3776,00:08:00,0.130435
1518,00:08:00,0.148148
1241,00:08:00,-0.166667
5032,00:08:00,0.535088
6918,00:08:00,0.585366
8228,00:08:00,-0.192308
5566,00:08:00,-0.419048
0329,00:08:00,0.0172414
6566,00:08:00,0.216867
0241,00:08:00,0.171717
5434,00:08:00,-0.0714286
4525,00:08:00,-0.12605
7141,00:08:00,-0.0212767
8425,00:08:00,0.139785
5041,00:08:00,0.169811
5343,00:08:00,-0.0740741
4514,00:08:00,-0.117021
1969,00:08:00,0.0196078
3759,00:08:00,-0.32
9863,00:08:00,0.228261
0141,00:08:00,0.237288
8663,00:08:00,-0.145631
2769,00:08:00,-0.144578
8593,00:08:00,0.62
7959,00:08:00,0.00980387
8041,00:08:00,0.122951
8421,00:08:00,0.0357142
1763,00:08:00,0.489583
1555,00:08:00,-0.144578
1741,00:08:00,0
2541,00:08:00,0.238636
9243,00:08:00,0.0291262
5681,00:08:00,0.157407
6525,00:08:00,0.247423
7194,00:08:00,-0.264706
0234,00:08:00,0.0360361
6681,00:08:00,-0.0447761
3141,00:08:00,-0.27027
8869,00:08:00,0.138298
9525,00:08:00,0.0196078
9244,00:08:00,-0.240385
6041,00:08:00,0.153846
9041,00:08:00,-0.132743
2759,00:08:00,0.855072
6843,00:08:00,-0.0892857
1234,00:08:00,0.285714
0395,00:08:00,0.262295
9425,00:08:00,-0.0504202
7934,00:08:00,-0.538461
9228,00:08:00,0.59
4028,00:08:00,-0.38983
8893,00:08:00,0.535088
4395,00:08:00,0.451219
4769,00:08:00,-0.358025
8194,00:08:00,-0.42268
6169,00:08:00,0.609195
8234,00:08:00,0.2
3769,00:08:00,-0.160494
5334,00:08:00,0.849315
2653,00:08:00,0.204724
9674,00:08:00,-0.022472
9434,00:08:00,0.179775
5141,00:08:00,0.0441177
3525,00:08:00,0.103175
8063,00:08:00,0.718447
6343,00:08:00,-0.0761905
1041,00:08:00,0.232143
0784,00:08:00,0.105263
7169,00:08:00,-1.02857
0344,00:08:00,0.144144
2328,00:08:00,0.795455
9063,00:08:00,0
5934,00:08:00,0
3125,00:08:00,0
9869,00:08:00,0
0815,00:08:00,0
7063,00:08:00,0
0028,00:08:00,0
7243,00:08:00,0
3959,00:08:00,0
1774,00:08:00,0
9813,00:08:00,0
5615,00:08:00,0
3328,00:08:00,0
6334,00:08:00,0
1959,00:08:00,0
8243,00:08:00,0
7674,00:08:00,0
4959,00:08:00,0
6615,00:08:00,0
9044,00:10:00,0.0352941
6525,00:10:00,0.443299
4769,00:10:00,-0.358025
5759,00:10:00,-0.010204
8738,00:10:00,-0.1875
7869,00:10:00,-0.371429
5525,00:10:00,0.5
2776,00:10:00,-0.168831
6918,00:10:00,-0.585366
8869,00:10:00,0.255319
1141,00:10:00,0.427419
6681,00:10:00,0.134328
8663,00:10:00,-0.0194175
4422,00:10:00,0.515152
1555,00:10:00,-0.060241
7886,00:10:00,-0.13913
7141,00:10:00,-0.0425533
5594,00:10:00,0.657534
0395,00:10:00,-0.0819672
7194,00:10:00,-0.0490196
2141,00:10:00,-0.0508474
9175,00:10:00,0.0854701
5434,00:10:00,-0.0714286
8063,00:10:00,0.728155
3815,00:10:00,0.040404
7663,00:10:00,-0.291139
2541,00:10:00,0.352273
2769,00:10:00,-0.144578
3328,00:10:00,0.733333
6843,00:10:00,-0.0892857
9041,00:10:00,-0.247788
3525,00:10:00,0.103175
7863,00:10:00,-0.827586
0163,00:10:00,-0.384615
1959,00:10:00,0.103093
7063,00:10:00,0.205128
3776,00:10:00,0.130435
6343,00:10:00,0.114286
3769,00:10:00,-0.320988
1518,00:10:00,0.17284
3759,00:10:00,0.11
4514,00:10:00,0.617021
7934,00:10:00,-0.538461
6041,00:10:00,-0.153846
4653,00:10:00,-0.186441
4028,00:10:00,0.161017
0763,00:10:00,0.166667
9434,00:10:00,0.179775
8425,00:10:00,0.182796
8228,00:10:00,-0.0865385
1041,00:10:00,0.125
4759,00:10:00,0.461538
0913,00:10:00,0
9244,00:10:00,0.25
5566,00:10:00,0.00952385
8959,00:10:00,0.23913
5032,00:10:00,0.482456
9141,00:10:00,-0.0609756
1241,00:10:00,-0.166667
9674,00:10:00,-0.101124
5681,00:10:00,0.231481
2653,00:10:00,0.204724
1784,00:10:00,0.460674
0863,00:10:00,0.211009
6566,00:10:00,0.361446
4555,00:10:00,-0.0204081
3422,00:10:00,0.094017
7959,00:10:00,0.656863
5041,00:10:00,0.0566038
4594,00:10:00,0.626374
2418,00:10:00,0.0761905
5343,00:10:00,-0.00925921
8194,00:10:00,-0.216495
7425,00:10:00,0.247525
5334,00:10:00,0.835616
4838,00:10:00,0.047619
9243,00:10:00,0.0291262
0241,00:10:00,0.171717
8175,00:10:00,0.137615
2763,00:10:00,0.787879
9425,00:10:00,-0.0504202
2759,00:10:00,0.768116
9863,00:10:00,0.108696
1763,00:10:00,0.208333
4525,00:10:00,-0.12605
0815,00:10:00,-0.0729166
8421,00:10:00,-0.0714286
0028,00:10:00,0.277228
0344,00:10:00,0.045045
8893,00:10:00,0.0175438
1969,00:10:00,0.0196078
1234,00:10:00,0.285714
0234,00:10:00,0.0360361
1741,00:10:00,0.0113637
0969,00:10:00,-0.238532
4395,00:10:00,0.109756
9525,00:10:00,0.313725
2969,00:10:00,0.557692
2532,00:10:00,-0.26087
0784,00:10:00,0.263158
9663,00:10:00,-0.0660377
3141,00:10:00,-0.27027
6032,00:10:00,0.0754717
9228,00:10:00,0.63
8041,00:10:00,0.0327869
0141,00:10:00,0.194915
1774,00:10:00,-0.172414
3959,00:10:00,0.0967743
0329,00:10:00,0.0344828
2328,00:10:00,0.795455
4141,00:10:00,-0.233645
2815,00:10:00,0.02
5141,00:10:00,-0.102941
6169,00:10:00,0.563218
7169,00:10:00,0
9063,00:10:00,0
5934,00:10:00,0
3125,00:10:00,0
9869,00:10:00,0
2959,00:10:00,0
6141,00:10:00,0
7243,00:10:00,0
9813,00:10:00,0
5615,00:10:00,0
0334,00:10:00,0
8234,00:10:00,0
6334,00:10:00,0
8593,00:10:00,0
8243,00:10:00,0
7674,00:10:00,0
4959,00:10:00,0
6615,00:10:00,0
5434,00:12:00,0.107143
2763,00:12:00,0.893939
2532,00:12:00,0.373913
8063,00:12:00,0.728155
4422,00:12:00,0.40404
7063,00:12:00,0.205128
0863,00:12:00,0.238532
8425,00:12:00,0.451613
0395,00:12:00,-0.0819672
1241,00:12:00,0.430556
2769,00:12:00,-0.144578
4759,00:12:00,0.525641
3759,00:12:00,0.23
5041,00:12:00,-0.0849056
1141,00:12:00,0.435484
0163,00:12:00,-0.384615
9674,00:12:00,-0.123596
6032,00:12:00,0.103774
4555,00:12:00,-0.102041
0784,00:12:00,0.305263
8663,00:12:00,0.0291262
8194,00:12:00,-0.216495
3815,00:12:00,0.040404
6169,00:12:00,0.126437
8228,00:12:00,-0.0384616
7886,00:12:00,0.321739
0329,00:12:00,-0.37931
4525,00:12:00,-0.12605
8243,00:12:00,0.225
8738,00:12:00,-0.0208333
2759,00:12:00,0.478261
8893,00:12:00,0.149123
6918,00:12:00,-0.682927
9041,00:12:00,-0.247788
2541,00:12:00,0.465909
3125,00:12:00,0.0555555
1959,00:12:00,0.123711
5334,00:12:00,0.753425
9175,00:12:00,-0.0341881
9044,00:12:00,0.0823529
5141,00:12:00,0.0441177
4594,00:12:00,0.626374
9525,00:12:00,0.254902
4028,00:12:00,0.228814
0913,00:12:00,-0.0291262
6843,00:12:00,0.625
5566,00:12:00,0.190476
4838,00:12:00,0.107143
1234,00:12:00,0.285714
1555,00:12:00,-0.204819
3525,00:12:00,0.571429
7243,00:12:00,0.134615
9228,00:12:00,0.62
5759,00:12:00,-0.010204
0815,00:12:00,-0.0208333
8175,00:12:00,-0.0458716
4769,00:12:00,-0.358025
0763,00:12:00,0.627451
5343,00:12:00,-0.00925921
8421,00:12:00,-0.0714286
1774,00:12:00,-0.172414
9244,00:12:00,0.298077
0241,00:12:00,0.010101
1741,00:12:00,0.0681819
5032,00:12:00,0.5
5681,00:12:00,0.305556
1518,00:12:00,0.382716
9663,00:12:00,-0.0377358
8959,00:12:00,0.173913
7863,00:12:00,0.137931
9434,00:12:00,0.247191
2815,00:12:00,0.02
6566,00:12:00,0.409639
9425,00:12:00,-0.0504202
1041,00:12:00,-0.0535715
7425,00:12:00,0.336634
0141,00:12:00,0.237288
5594,00:12:00,0.575342
3422,00:12:00,0.094017
8869,00:12:00,0.478723
0028,00:12:00,0.277228
1784,00:12:00,0.269663
3959,00:12:00,0.0967743
9813,00:12:00,0.285714
9243,00:12:00,-0.135922
2776,00:12:00,-0.168831
6343,00:12:00,0.152381
9141,00:12:00,-0.158537
3776,00:12:00,0.0652173
8234,00:12:00,0.65
1763,00:12:00,-0.229167
7141,00:12:00,-0.0212767
7869,00:12:00,-0.571429
3328,00:12:00,0.616667
4653,00:12:00,-0.186441
7194,00:12:00,0.00980387
3769,00:12:00,-0.0246913
6041,00:12:00,-0.430769
9863,00:12:00,0.0217391
7663,00:12:00,-0.291139
4395,00:12:00,-0.0243902
4514,00:12:00,0.617021
7959,00:12:00,0.656863
6681,00:12:00,0.19403
0344,00:12:00,-0.072072
7934,00:12:00,0.0329671
2328,00:12:00,0.795455
4959,00:12:00,0.0481928
7169,00:12:00,0
9063,00:12:00,0
5934,00:12:00,0
9869,00:12:00,0
2959,00:12:00,0
3141,00:12:00,0
6525,00:12:00,0
2969,00:12:00,0
6141,00:12:00,0
8041,00:12:00,0
0969,00:12:00,0
5615,00:12:00,0
4141,00:12:00,0
0334,00:12:00,0
6334,00:12:00,0
8593,00:12:00,0
7674,00:12:00,0
2141,00:12:00,0
0234,00:12:00,0
2653,00:12:00,0
5525,00:12:00,0
1969,00:12:00,0
6615,00:12:00,0
2418,00:12:00,0
7863,00:14:00,0.137931
8063,00:14:00,0.679612
0763,00:14:00,0.676471
3328,00:14:00,0.733333
6041,00:14:00,-0.338462
2769,00:14:00,-0.0722891
0913,00:14:00,-0.0582524
6843,00:14:00,0.1875
4594,00:14:00,0.384615
5566,00:14:00,0.180952
2532,00:14:00,0.278261
6169,00:14:00,0.310345
7243,00:14:00,0.538462
8738,00:14:00,-0.1875
1741,00:14:00,0.113636
1555,00:14:00,-0.313253
5032,00:14:00,0.350877
6343,00:14:00,0.257143
4141,00:14:00,0.158878
3125,00:14:00,-0.0833334
8425,00:14:00,0.268817
9041,00:14:00,0.00884959
8243,00:14:00,0.3
9434,00:14:00,0.247191
9674,00:14:00,-0.123596
8869,00:14:00,0.542553
6032,00:14:00,0.103774
8234,00:14:00,0.258333
3769,00:14:00,0.0246914
3759,00:14:00,0.29
0863,00:14:00,0.247706
4759,00:14:00,0.512821
7869,00:14:00,-1.28571
1518,00:14:00,0.45679
9244,00:14:00,0.211538
5434,00:14:00,0.107143
1041,00:14:00,-0.196429
0784,00:14:00,0.305263
9228,00:14:00,0.4
2653,00:14:00,0.173228
7425,00:14:00,0.188119
9243,00:14:00,-0.23301
1241,00:14:00,0.416667
4395,00:14:00,0.0975609
5681,00:14:00,0.490741
4422,00:14:00,0.30303
6918,00:14:00,-0.804878
1763,00:14:00,0.666667
5594,00:14:00,0.0958904
8663,00:14:00,0.0776699
5343,00:14:00,0.314815
1141,00:14:00,0.258065
4769,00:14:00,0.246914
0395,00:14:00,-0.131148
7934,00:14:00,0.263736
7663,00:14:00,-0.0253165
8959,00:14:00,0.173913
9141,00:14:00,0.146341
9044,00:14:00,0.0823529
2541,00:14:00,0.522727
9813,00:14:00,0.204082
5141,00:14:00,-0.382353
5759,00:14:00,0.173469
9063,00:14:00,0.241379
3525,00:14:00,0.0158731
2815,00:14:00,0.14
0028,00:14:00,0.277228
3959,00:14:00,0.0752688
8421,00:14:00,-0.0714286
1774,00:14:00,-0.172414
9663,00:14:00,0.566038
8893,00:14:00,0.114035
4514,00:14:00,0.319149
7886,00:14:00,0.391304
